,ARAT-RL_old,,, Sum ofARAT-RL,,person-controller,languagetool
89748,94,11,6,111,,,
89749,94,11,6,111,,,
89750,94,11,6,111,,,
89751,94,11,6,111,,,
89752,94,11,6,111,,,
89753,94,11,6,111,,,
89754,94,11,6,111,,,
89755,94,11,6,111,,,
89756,94,11,6,111,,,
89757,94,11,6,111,,,
89758,94,11,6,111,,,
89759,94,11,6,111,,,
89760,94,11,6,111,,,
89761,94,11,6,111,,,
89762,94,11,6,111,,,
89763,94,11,6,111,,,
89764,94,11,6,111,,,
89765,94,11,6,111,,,
89766,94,11,6,111,,,
89767,94,11,6,111,,,
89768,94,11,6,111,,,
89769,94,11,6,111,,,
89770,94,11,6,111,,,
89771,94,11,6,111,,,
89772,94,11,6,111,,,
89773,94,11,6,111,,,
89774,94,11,6,111,,,
89775,94,11,6,111,,,
89776,94,11,6,111,,,
89777,94,11,6,111,,,
89778,94,11,6,111,,,
89779,94,11,6,111,,,
89780,94,11,6,111,,,
89781,94,11,6,111,,,
89782,94,11,6,111,,,
89783,94,11,6,111,,,
89784,94,11,6,111,,,
89785,94,11,6,111,,,
89786,94,11,6,111,,,
89787,94,11,6,111,,,
89788,94,11,6,111,,,
89789,94,11,6,111,,,
89790,94,11,6,111,,,
89791,94,11,6,111,,,
89792,94,11,6,111,,,
89793,94,11,6,111,,,
89794,94,11,6,111,,,
89795,94,11,6,111,,,
89796,94,11,6,111,,,
89797,94,11,6,111,,,
89798,94,11,6,111,,,
89799,94,11,6,111,,,
89800,94,11,6,111,,,
89801,94,11,6,111,,,
89802,94,11,6,111,,,
89803,94,11,6,111,,,
89804,94,11,6,111,,,
89805,94,11,6,111,,,
89806,94,11,6,111,,,
89807,94,11,6,111,,,
89808,94,11,6,111,,,
89809,94,11,6,111,,,
89810,94,11,6,111,,,
89811,94,11,6,111,,,
89812,94,11,6,111,,,
89813,94,11,6,111,,,
89814,94,11,6,111,,,
89815,94,11,6,111,,,
89816,94,11,6,111,,,
89817,94,11,6,111,,,
89818,94,11,6,111,,,
89819,94,11,6,111,,,
89820,94,11,6,111,,,
89821,94,11,6,111,,,
89822,94,11,6,111,,,
89823,94,11,6,111,,,
89824,94,11,6,111,,,
89825,94,11,6,111,,,
89826,94,11,6,111,,,
89827,94,11,6,111,,,
89828,94,11,6,111,,,
89829,94,11,6,111,,,
89830,94,11,6,111,,,
89831,94,11,6,111,,,
89832,94,11,6,111,,,
89833,94,11,6,111,,,
89834,94,11,6,111,,,
89835,94,11,6,111,,,
89836,94,11,6,111,,,
89837,94,11,6,111,,,
89838,94,11,6,111,,,
89839,94,11,6,111,,,
89840,94,11,6,111,,,
89841,94,11,6,111,,,
89842,94,11,6,111,,,
89843,94,11,6,111,,,
89844,94,11,6,111,,,
89845,94,11,6,111,,,
89846,94,11,6,111,,,
89847,94,11,6,111,,,
89848,94,11,6,111,,,
89849,94,11,6,111,,,
89850,94,11,6,111,,,
89851,94,11,6,111,,,
89852,94,11,6,111,,,
89853,94,11,6,111,,,
89854,94,11,6,111,,,
89855,94,11,6,111,,,
89856,94,11,6,111,,,
89857,94,11,6,111,,,
89858,94,11,6,111,,,
89859,94,11,6,111,,,
89860,94,11,6,111,,,
89861,94,11,6,111,,,
89862,94,11,6,111,,,
89863,94,11,6,111,,,
89864,94,11,6,111,,,
89865,94,11,6,111,,,
89866,94,11,6,111,,,
89867,94,11,6,111,,,
89868,94,11,6,111,,,
89869,94,11,6,111,,,
89870,94,11,6,111,,,
89871,94,11,6,111,,,
89872,94,11,6,111,,,
89873,94,11,6,111,,,
89874,94,11,6,111,,,
89875,94,11,6,111,,,
89876,94,11,6,111,,,
89877,94,11,6,111,,,
89878,94,11,6,111,,,
89879,94,11,6,111,,,
89880,94,11,6,111,,,
89881,94,11,6,111,,,
89882,94,11,6,111,,,
89883,94,11,6,111,,,
89884,94,11,6,111,,,
89885,94,11,6,111,,,
89886,94,11,6,111,,,
89887,94,11,6,111,,,
89888,94,11,6,111,,,
89889,94,11,6,111,,,
89890,94,11,6,111,,,
89891,94,11,6,111,,,
89892,94,11,6,111,,,
89893,94,11,6,111,,,
89894,94,11,6,111,,,
89895,94,11,6,111,,,
89896,94,11,6,111,,,
89897,94,11,6,111,,,
89898,94,11,6,111,,,
89899,94,11,6,111,,,
89900,94,11,6,111,,,
89901,94,11,6,111,,,
89902,94,11,6,111,,,
89903,94,11,6,111,,,
89904,94,11,6,111,,,
89905,94,11,6,111,,,
89906,94,11,6,111,,,
89907,94,11,6,111,,,
89908,94,11,6,111,,,
89909,94,11,6,111,,,
89910,94,11,6,111,,,
89911,94,11,6,111,,,
89912,94,11,6,111,,,
89913,94,11,6,111,,,
89914,94,11,6,111,,,
89915,94,11,6,111,,,
89916,94,11,6,111,,,
89917,94,11,6,111,,,
89918,94,11,6,111,,,
89919,94,11,6,111,,,
89920,94,11,6,111,,,
89921,94,11,6,111,,,
89922,94,11,6,111,,,
89923,94,11,6,111,,,
89924,94,11,6,111,,,
89925,94,11,6,111,,,
89926,94,11,6,111,,,
89927,94,11,6,111,,,
89928,94,11,6,111,,,
89929,94,11,6,111,,,
89930,94,11,6,111,,,
89931,94,11,6,111,,,
89932,94,11,6,111,,,
89933,94,11,6,111,,,
89934,94,11,6,111,,,
89935,94,11,6,111,,,
89936,94,11,6,111,,,
89937,94,11,6,111,,,
89938,94,11,6,111,,,
89939,94,11,6,111,,,
89940,94,11,6,111,,,
89941,94,11,6,111,,,
89942,94,11,6,111,,,
89943,94,11,6,111,,,
89944,94,11,6,111,,,
89945,94,11,6,111,,,
89946,94,11,6,111,,,
89947,94,11,6,111,,,
89948,94,11,6,111,,,
89949,94,11,6,111,,,
89950,94,11,6,111,,,
89951,94,11,6,111,,,
89952,94,11,6,111,,,
89953,94,11,6,111,,,
89954,94,11,6,111,,,
89955,94,11,6,111,,,
89956,94,11,6,111,,,
89957,94,11,6,111,,,
89958,94,11,6,111,,,
89959,94,11,6,111,,,
89960,94,11,6,111,,,
89961,94,11,6,111,,,
89962,94,11,6,111,,,
89963,94,11,6,111,,,
89964,94,11,6,111,,,
89965,94,11,6,111,,,
89966,94,11,6,111,,,
89967,94,11,6,111,,,
89968,94,11,6,111,,,
89969,94,11,6,111,,,
89970,94,11,6,111,,,
89971,94,11,6,111,,,
89972,94,11,6,111,,,
89973,94,11,6,111,,,
89974,94,11,6,111,,,
89975,94,11,6,111,,,
89976,94,11,6,111,,,
89977,94,11,6,111,,,
89978,94,11,6,111,,,
89979,94,11,6,111,,,
89980,94,11,6,111,,,
89981,94,11,6,111,,,
89982,94,11,6,111,,,
89983,94,11,6,111,,,
89984,94,11,6,111,,,
89985,94,11,6,111,,,
89986,94,11,6,111,,,
89987,94,11,6,111,,,
89988,94,11,6,111,,,
89989,94,11,6,111,,,
89990,94,11,6,111,,,
89991,94,11,6,111,,,
89992,94,11,6,111,,,
89993,94,11,6,111,,,
89994,94,11,6,111,,,
89995,94,11,6,111,,,
89996,94,11,6,111,,,
89997,94,11,6,111,,,
89998,94,11,6,111,,,
89999,94,11,6,111,,,
90000,94,11,6,111,,,
90001,94,11,6,111,,,
90002,94,11,6,111,,,
90003,94,11,6,111,,,
90004,94,11,6,111,,,
90005,94,11,6,111,,,
90006,94,11,6,111,,,
90007,94,11,6,111,,,
90008,94,11,6,111,,,
90009,94,11,6,111,,,
90010,94,11,6,111,,,
90011,94,11,6,111,,,
90012,94,11,6,111,,,
90013,94,11,6,111,,,
90014,94,11,6,111,,,
90015,94,11,6,111,,,
90016,94,11,6,111,,,
90017,94,11,6,111,,,
90018,94,11,6,111,,,
90019,94,11,6,111,,,
90020,94,11,6,111,,,
90021,94,11,6,111,,,
90022,94,11,6,111,,,
90023,94,11,6,111,,,
90024,94,11,6,111,,,
90025,94,11,6,111,,,
90026,94,11,6,111,,,
90027,94,11,6,111,,,
90028,94,11,6,111,,,
90029,94,11,6,111,,,
90030,94,11,6,111,,,
90031,94,11,6,111,,,
90032,94,11,6,111,,,
90033,94,11,6,111,,,
90034,94,11,6,111,,,
90035,94,11,6,111,,,
90036,94,11,6,111,,,
90037,94,11,6,111,,,
90038,94,11,6,111,,,
90039,94,11,6,111,,,
90040,94,11,6,111,,,
90041,94,11,6,111,,,
90042,94,11,6,111,,,
90043,94,11,6,111,,,
90044,94,11,6,111,,,
90045,94,11,6,111,,,
90046,94,11,6,111,,,
90047,94,11,6,111,,,
90048,94,11,6,111,,,
90049,94,11,6,111,,,
90050,94,11,6,111,,,
90051,94,11,6,111,,,
90052,94,11,6,111,,,
90053,94,11,6,111,,,
90054,94,11,6,111,,,
90055,94,11,6,111,,,
90056,94,11,6,111,,,
90057,94,11,6,111,,,
90058,94,11,6,111,,,
90059,94,11,6,111,,,
90060,94,11,6,111,,,
90061,94,11,6,111,,,
90062,94,11,6,111,,,
90063,94,11,6,111,,,
90064,94,11,6,111,,,
90065,94,11,6,111,,,
90066,94,11,6,111,,,
90067,94,11,6,111,,,
90068,94,11,6,111,,,
90069,94,11,6,111,,,
90070,94,11,6,111,,,
90071,94,11,6,111,,,
90072,94,11,6,111,,,
90073,94,11,6,111,,,
90074,94,11,6,111,,,
90075,94,11,6,111,,,
90076,94,11,6,111,,,
90077,94,11,6,111,,,
90078,94,11,6,111,,,
90079,94,11,6,111,,,
90080,94,11,6,111,,,
90081,94,11,6,111,,,
90082,94,11,6,111,,,
90083,94,11,6,111,,,
90084,94,11,6,111,,,
90085,94,11,6,111,,,
90086,94,11,6,111,,,
90087,94,11,6,111,,,
90088,94,11,6,111,,,
90089,94,11,6,111,,,
90090,94,11,6,111,,,
90091,94,11,6,111,,,
90092,94,11,6,111,,,
90093,94,11,6,111,,,
90094,94,11,6,111,,,
90095,94,11,6,111,,,
90096,94,11,6,111,,,
90097,94,11,6,111,,,
90098,94,11,6,111,,,
90099,94,11,6,111,,,
90100,94,11,6,111,,,
90101,94,11,6,111,,,
90102,94,11,6,111,,,
90103,94,11,6,111,,,
90104,94,11,6,111,,,
90105,94,11,6,111,,,
90106,94,11,6,111,,,
90107,94,11,6,111,,,
90108,94,11,6,111,,,
90109,94,11,6,111,,,
90110,94,11,6,111,,,
90111,94,11,6,111,,,
90112,94,11,6,111,,,
90113,94,11,6,111,,,
90114,94,11,6,111,,,
90115,94,11,6,111,,,
90116,94,11,6,111,,,
90117,94,11,6,111,,,
90118,94,11,6,111,,,
90119,94,11,6,111,,,
90120,94,11,6,111,,,
90121,94,11,6,111,,,
90122,94,11,6,111,,,
90123,94,11,6,111,,,
90124,94,11,6,111,,,
90125,94,11,6,111,,,
90126,94,11,6,111,,,
90127,94,11,6,111,,,
90128,94,11,6,111,,,
90129,94,11,6,111,,,
90130,94,11,6,111,,,
90131,94,11,6,111,,,
90132,94,11,6,111,,,
90133,94,11,6,111,,,
90134,94,11,6,111,,,
90135,94,11,6,111,,,
90136,94,11,6,111,,,
90137,94,11,6,111,,,
90138,94,11,6,111,,,
90139,94,11,6,111,,,
90140,94,11,6,111,,,
90141,94,11,6,111,,,
90142,94,11,6,111,,,
90143,94,11,6,111,,,
90144,94,11,6,111,,,
90145,94,11,6,111,,,
90146,94,11,6,111,,,
90147,94,11,6,111,,,
90148,94,11,6,111,,,
90149,94,11,6,111,,,
90150,94,11,6,111,,,
90151,94,11,6,111,,,
90152,94,11,6,111,,,
90153,94,11,6,111,,,
90154,94,11,6,111,,,
90155,94,11,6,111,,,
90156,94,11,6,111,,,
90157,94,11,6,111,,,
90158,94,11,6,111,,,
90159,94,11,6,111,,,
90160,94,11,6,111,,,
90161,94,11,6,111,,,
90162,94,11,6,111,,,
90163,94,11,6,111,,,
90164,94,11,6,111,,,
90165,94,11,6,111,,,
90166,94,11,6,111,,,
90167,94,11,6,111,,,
90168,94,11,6,111,,,
90169,94,11,6,111,,,
90170,94,11,6,111,,,
90171,94,11,6,111,,,
90172,94,11,6,111,,,
90173,94,11,6,111,,,
90174,94,11,6,111,,,
90175,94,11,6,111,,,
90176,94,11,6,111,,,
90177,94,11,6,111,,,
90178,94,11,6,111,,,
90179,94,11,6,111,,,
90180,94,11,6,111,,,
90181,94,11,6,111,,,
90182,94,11,6,111,,,
90183,94,11,6,111,,,
90184,94,11,6,111,,,
90185,94,11,6,111,,,
90186,94,11,6,111,,,
90187,94,11,6,111,,,
90188,94,11,6,111,,,
90189,94,11,6,111,,,
90190,94,11,6,111,,,
90191,94,11,6,111,,,
90192,94,11,6,111,,,
90193,94,11,6,111,,,
90194,94,11,6,111,,,
90195,94,11,6,111,,,
90196,94,11,6,111,,,
90197,94,11,6,111,,,
90198,94,11,6,111,,,
90199,94,11,6,111,,,
90200,94,11,6,111,,,
90201,94,11,6,111,,,
90202,94,11,6,111,,,
90203,94,11,6,111,,,
90204,94,11,6,111,,,
90205,94,11,6,111,,,
90206,94,11,6,111,,,
90207,94,11,6,111,,,
90208,94,11,6,111,,,
90209,94,11,6,111,,,
90210,94,11,6,111,,,
90211,94,11,6,111,,,
90212,94,11,6,111,,,
90213,94,11,6,111,,,
90214,94,11,6,111,,,
90215,94,11,6,111,,,
90216,94,11,6,111,,,
90217,94,11,6,111,,,
90218,94,11,6,111,,,
90219,94,11,6,111,,,
90220,94,11,6,111,,,
90221,94,11,6,111,,,
90222,94,11,6,111,,,
90223,94,11,6,111,,,
90224,94,11,6,111,,,
90225,94,11,6,111,,,
90226,94,11,6,111,,,
90227,94,11,6,111,,,
90228,94,11,6,111,,,
90229,94,11,6,111,,,
90230,94,11,6,111,,,
90231,94,11,6,111,,,
90232,94,11,6,111,,,
90233,94,11,6,111,,,
90234,94,11,6,111,,,
90235,94,11,6,111,,,
90236,94,11,6,111,,,
90237,94,11,6,111,,,
90238,94,11,6,111,,,
90239,94,11,6,111,,,
90240,94,11,6,111,,,
90241,94,11,6,111,,,
90242,94,11,6,111,,,
90243,94,11,6,111,,,
90244,94,11,6,111,,,
90245,94,11,6,111,,,
90246,94,11,6,111,,,
90247,94,11,6,111,,,
90248,94,11,6,111,,,
90249,94,11,6,111,,,
90250,94,11,6,111,,,
90251,94,11,6,111,,,
90252,94,11,6,111,,,
90253,94,11,6,111,,,
90254,94,11,6,111,,,
90255,94,11,6,111,,,
90256,94,11,6,111,,,
90257,94,11,6,111,,,
90258,94,11,6,111,,,
90259,94,11,6,111,,,
90260,94,11,6,111,,,
90261,94,11,6,111,,,
90262,94,11,6,111,,,
90263,94,11,6,111,,,
90264,94,11,6,111,,,
90265,94,11,6,111,,,
90266,94,11,6,111,,,
90267,94,11,6,111,,,
90268,94,11,6,111,,,
90269,94,11,6,111,,,
90270,94,11,6,111,,,
90271,94,11,6,111,,,
90272,94,11,6,111,,,
90273,94,11,6,111,,,
90274,94,11,6,111,,,
90275,94,11,6,111,,,
90276,94,11,6,111,,,
90277,94,11,6,111,,,
90278,94,11,6,111,,,
90279,94,11,6,111,,,
90280,94,11,6,111,,,
90281,94,11,6,111,,,
90282,94,11,6,111,,,
90283,94,11,6,111,,,
90284,94,11,6,111,,,
90285,94,11,6,111,,,
90286,94,11,6,111,,,
90287,94,11,6,111,,,
90288,94,11,6,111,,,
90289,94,11,6,111,,,
90290,94,11,6,111,,,
90291,94,11,6,111,,,
90292,94,11,6,111,,,
90293,94,11,6,111,,,
90294,94,11,6,111,,,
90295,94,11,6,111,,,
90296,94,11,6,111,,,
90297,94,11,6,111,,,
90298,94,11,6,111,,,
90299,94,11,6,111,,,
90300,94,11,6,111,,,
90301,94,11,6,111,,,
90302,94,11,6,111,,,
90303,94,11,6,111,,,
90304,94,11,6,111,,,
90305,94,11,6,111,,,
90306,94,11,6,111,,,
90307,94,11,6,111,,,
90308,94,11,6,111,,,
90309,94,11,6,111,,,
90310,94,11,6,111,,,
90311,94,11,6,111,,,
90312,94,11,6,111,,,
90313,94,11,6,111,,,
90314,94,11,6,111,,,
90315,94,11,6,111,,,
90316,94,11,6,111,,,
90317,94,11,6,111,,,
90318,94,11,6,111,,,
90319,94,11,6,111,,,
90320,94,11,6,111,,,
90321,94,11,6,111,,,
90322,94,11,6,111,,,
90323,94,11,6,111,,,
90324,94,11,6,111,,,
90325,94,11,6,111,,,
90326,94,11,6,111,,,
90327,94,11,6,111,,,
90328,94,11,6,111,,,
90329,94,11,6,111,,,
90330,94,11,6,111,,,
90331,94,11,6,111,,,
90332,94,11,6,111,,,
90333,94,11,6,111,,,
90334,94,11,6,111,,,
90335,94,11,6,111,,,
90336,94,11,6,111,,,
90337,94,11,6,111,,,
90338,94,11,6,111,,,
90339,94,11,6,111,,,
90340,94,11,6,111,,,
90341,94,11,6,111,,,
90342,94,11,6,111,,,
90343,94,11,6,111,,,
90344,94,11,6,111,,,
90345,94,11,6,111,,,
90346,94,11,6,111,,,
90347,94,11,6,111,,,
90348,94,11,6,111,,,
90349,94,11,6,111,,,
90350,94,11,6,111,,,
90351,94,11,6,111,,,
90352,94,11,6,111,,,
90353,94,11,6,111,,,
90354,94,11,6,111,,,
90355,94,11,6,111,,,
90356,94,11,6,111,,,
90357,94,11,6,111,,,
90358,94,11,6,111,,,
90359,94,11,6,111,,,
90360,94,11,6,111,,,
90361,94,11,6,111,,,
90362,94,11,6,111,,,
90363,94,11,6,111,,,
90364,94,11,6,111,,,
90365,94,11,6,111,,,
90366,94,11,6,111,,,
90367,94,11,6,111,,,
90368,94,11,6,111,,,
90369,94,11,6,111,,,
90370,94,11,6,111,,,
90371,94,11,6,111,,,
90372,94,11,6,111,,,
90373,94,11,6,111,,,
90374,94,11,6,111,,,
90375,94,11,6,111,,,
90376,94,11,6,111,,,
90377,94,11,6,111,,,
90378,94,11,6,111,,,
90379,94,11,6,111,,,
90380,94,11,6,111,,,
90381,94,11,6,111,,,
90382,94,11,6,111,,,
90383,94,11,6,111,,,
90384,94,11,6,111,,,
90385,94,11,6,111,,,
90386,94,11,6,111,,,
90387,94,11,6,111,,,
90388,94,11,6,111,,,
90389,94,11,6,111,,,
90390,94,11,6,111,,,
90391,94,11,6,111,,,
90392,94,11,6,111,,,
90393,94,11,6,111,,,
90394,94,11,6,111,,,
90395,94,11,6,111,,,
90396,94,11,6,111,,,
90397,94,11,6,111,,,
90398,94,11,6,111,,,
90399,94,11,6,111,,,
90400,94,11,6,111,,,
90401,94,11,6,111,,,
90402,94,11,6,111,,,
90403,94,11,6,111,,,
90404,94,11,6,111,,,
90405,94,11,6,111,,,
90406,94,11,6,111,,,
90407,94,11,6,111,,,
90408,94,11,6,111,,,
90409,94,11,6,111,,,
90410,94,11,6,111,,,
90411,94,11,6,111,,,
90412,94,11,6,111,,,
90413,94,11,6,111,,,
90414,94,11,6,111,,,
90415,94,11,6,111,,,
90416,94,11,6,111,,,
90417,94,11,6,111,,,
90418,94,11,6,111,,,
90419,94,11,6,111,,,
90420,94,11,6,111,,,
90421,94,11,6,111,,,
90422,94,11,6,111,,,
90423,94,11,6,111,,,
90424,94,11,6,111,,,
90425,94,11,6,111,,,
90426,94,11,6,111,,,
90427,94,11,6,111,,,
90428,94,11,6,111,,,
90429,94,11,6,111,,,
90430,94,11,6,111,,,
90431,94,11,6,111,,,
90432,94,11,6,111,,,
90433,94,11,6,111,,,
90434,94,11,6,111,,,
90435,94,11,6,111,,,
90436,94,11,6,111,,,
90437,94,11,6,111,,,
90438,94,11,6,111,,,
90439,94,11,6,111,,,
90440,94,11,6,111,,,
90441,94,11,6,111,,,
90442,94,11,6,111,,,
90443,94,11,6,111,,,
90444,94,11,6,111,,,
90445,94,11,6,111,,,
90446,94,11,6,111,,,
90447,94,11,6,111,,,
90448,94,11,6,111,,,
90449,94,11,6,111,,,
90450,94,11,6,111,,,
90451,94,11,6,111,,,
90452,94,11,6,111,,,
90453,94,11,6,111,,,
90454,94,11,6,111,,,
90455,94,11,6,111,,,
90456,94,11,6,111,,,
90457,94,11,6,111,,,
90458,94,11,6,111,,,
90459,94,11,6,111,,,
90460,94,11,6,111,,,
90461,94,11,6,111,,,
90462,94,11,6,111,,,
90463,94,11,6,111,,,
90464,94,11,6,111,,,
90465,94,11,6,111,,,
90466,94,11,6,111,,,
90467,94,11,6,111,,,
90468,94,11,6,111,,,
90469,94,11,6,111,,,
90470,94,11,6,111,,,
90471,94,11,6,111,,,
90472,94,11,6,111,,,
90473,94,11,6,111,,,
90474,94,11,6,111,,,
90475,94,11,6,111,,,
90476,94,11,6,111,,,
90477,94,11,6,111,,,
90478,94,11,6,111,,,
90479,94,11,6,111,,,
90480,94,11,6,111,,,
90481,94,11,6,111,,,
90482,94,11,6,111,,,
90483,94,11,6,111,,,
90484,94,11,6,111,,,
90485,94,11,6,111,,,
90486,94,11,6,111,,,
90487,94,11,6,111,,,
90488,94,11,6,111,,,
90489,94,11,6,111,,,
90490,94,11,6,111,,,
90491,94,11,6,111,,,
90492,94,11,6,111,,,
90493,94,11,6,111,,,
90494,94,11,6,111,,,
90495,94,11,6,111,,,
90496,94,11,6,111,,,
90497,94,11,6,111,,,
90498,94,11,6,111,,,
90499,94,11,6,111,,,
90500,94,11,6,111,,,
90501,94,11,6,111,,,
90502,94,11,6,111,,,
90503,94,11,6,111,,,
90504,94,11,6,111,,,
90505,94,11,6,111,,,
90506,94,11,6,111,,,
90507,94,11,6,111,,,
90508,94,11,6,111,,,
90509,94,11,6,111,,,
90510,94,11,6,111,,,
90511,94,11,6,111,,,
90512,94,11,6,111,,,
90513,94,11,6,111,,,
90514,94,11,6,111,,,
90515,94,11,6,111,,,
90516,94,11,6,111,,,
90517,94,11,6,111,,,
90518,94,11,6,111,,,
90519,94,11,6,111,,,
90520,94,11,6,111,,,
90521,94,11,6,111,,,
90522,94,11,6,111,,,
90523,94,11,6,111,,,
90524,94,11,6,111,,,
90525,94,11,6,111,,,
90526,94,11,6,111,,,
90527,94,11,6,111,,,
90528,94,11,6,111,,,
90529,94,11,6,111,,,
90530,94,11,6,111,,,
90531,94,11,6,111,,,
90532,94,11,6,111,,,
90533,94,11,6,111,,,
90534,94,11,6,111,,,
90535,94,11,6,111,,,
90536,94,11,6,111,,,
90537,94,11,6,111,,,
90538,94,11,6,111,,,
90539,94,11,6,111,,,
90540,94,11,6,111,,,
90541,94,11,6,111,,,
90542,94,11,6,111,,,
90543,94,11,6,111,,,
90544,94,11,6,111,,,
90545,94,11,6,111,,,
90546,94,11,6,111,,,
90547,94,11,6,111,,,
90548,94,11,6,111,,,
90549,94,11,6,111,,,
90550,94,11,6,111,,,
90551,94,11,6,111,,,
90552,94,11,6,111,,,
90553,94,11,6,111,,,
90554,94,11,6,111,,,
90555,94,11,6,111,,,
90556,94,11,6,111,,,
90557,94,11,6,111,,,
90558,94,11,6,111,,,
90559,94,11,6,111,,,
90560,94,11,6,111,,,
90561,94,11,6,111,,,
90562,94,11,6,111,,,
90563,94,11,6,111,,,
90564,94,11,6,111,,,
90565,94,11,6,111,,,
90566,94,11,6,111,,,
90567,94,11,6,111,,,
90568,94,11,6,111,,,
90569,94,11,6,111,,,
90570,94,11,6,111,,,
90571,94,11,6,111,,,
90572,94,11,6,111,,,
90573,94,11,6,111,,,
90574,94,11,6,111,,,
90575,94,11,6,111,,,
90576,94,11,6,111,,,
90577,94,11,6,111,,,
90578,94,11,6,111,,,
90579,94,11,6,111,,,
90580,94,11,6,111,,,
90581,94,11,6,111,,,
90582,94,11,6,111,,,
90583,94,11,6,111,,,
90584,94,11,6,111,,,
90585,94,11,6,111,,,
90586,94,11,6,111,,,
90587,94,11,6,111,,,
90588,94,11,6,111,,,
90589,94,11,6,111,,,
90590,94,11,6,111,,,
90591,94,11,6,111,,,
90592,94,11,6,111,,,
90593,94,11,6,111,,,
90594,94,11,6,111,,,
90595,94,11,6,111,,,
90596,94,11,6,111,,,
90597,94,11,6,111,,,
90598,94,11,6,111,,,
90599,94,11,6,111,,,
90600,94,11,6,111,,,
90601,94,11,6,111,,,
90602,94,11,6,111,,,
90603,94,11,6,111,,,
90604,94,11,6,111,,,
90605,94,11,6,111,,,
90606,94,11,6,111,,,
90607,94,11,6,111,,,
90608,94,11,6,111,,,
90609,94,11,6,111,,,
90610,94,11,6,111,,,
90611,94,11,6,111,,,
90612,94,11,6,111,,,
90613,94,11,6,111,,,
90614,94,11,6,111,,,
90615,94,11,6,111,,,
90616,94,11,6,111,,,
90617,94,11,6,111,,,
90618,94,11,6,111,,,
90619,94,11,6,111,,,
90620,94,11,6,111,,,
90621,94,11,6,111,,,
90622,94,11,6,111,,,
90623,94,11,6,111,,,
90624,94,11,6,111,,,
90625,94,11,6,111,,,
90626,94,11,6,111,,,
90627,94,11,6,111,,,
90628,94,11,6,111,,,
90629,94,11,6,111,,,
90630,94,11,6,111,,,
90631,94,11,6,111,,,
90632,94,11,6,111,,,
90633,94,11,6,111,,,
90634,94,11,6,111,,,
90635,94,11,6,111,,,
90636,94,11,6,111,,,
90637,94,11,6,111,,,
90638,94,11,6,111,,,
90639,94,11,6,111,,,
90640,94,11,6,111,,,
90641,94,11,6,111,,,
90642,94,11,6,111,,,
90643,94,11,6,111,,,
90644,94,11,6,111,,,
90645,94,11,6,111,,,
90646,94,11,6,111,,,
90647,94,11,6,111,,,
90648,94,11,6,111,,,
90649,94,11,6,111,,,
90650,94,11,6,111,,,
90651,94,11,6,111,,,
90652,94,11,6,111,,,
90653,94,11,6,111,,,
90654,94,11,6,111,,,
90655,94,11,6,111,,,
90656,94,11,6,111,,,
90657,94,11,6,111,,,
90658,94,11,6,111,,,
90659,94,11,6,111,,,
90660,94,11,6,111,,,
90661,94,11,6,111,,,
90662,94,11,6,111,,,
90663,94,11,6,111,,,
90664,94,11,6,111,,,
90665,94,11,6,111,,,
90666,94,11,6,111,,,
90667,94,11,6,111,,,
90668,94,11,6,111,,,
90669,94,11,6,111,,,
90670,94,11,6,111,,,
90671,94,11,6,111,,,
90672,94,11,6,111,,,
90673,94,11,6,111,,,
90674,94,11,6,111,,,
90675,94,11,6,111,,,
90676,94,11,6,111,,,
90677,94,11,6,111,,,
90678,94,11,6,111,,,
90679,94,11,6,111,,,
90680,94,11,6,111,,,
90681,94,11,6,111,,,
90682,94,11,6,111,,,
90683,94,11,6,111,,,
90684,94,11,6,111,,,
90685,94,11,6,111,,,
90686,94,11,6,111,,,
90687,94,11,6,111,,,
90688,94,11,6,111,,,
90689,94,11,6,111,,,
90690,94,11,6,111,,,
90691,94,11,6,111,,,
90692,94,11,6,111,,,
90693,94,11,6,111,,,
90694,94,11,6,111,,,
90695,94,11,6,111,,,
90696,94,11,6,111,,,
90697,94,11,6,111,,,
90698,94,11,6,111,,,
90699,94,11,6,111,,,
90700,94,11,6,111,,,
90701,94,11,6,111,,,
90702,94,11,6,111,,,
90703,94,11,6,111,,,
90704,94,11,6,111,,,
90705,94,11,6,111,,,
90706,94,11,6,111,,,
90707,94,11,6,111,,,
90708,94,11,6,111,,,
90709,94,11,6,111,,,
90710,94,11,6,111,,,
90711,94,11,6,111,,,
90712,94,11,6,111,,,
90713,94,11,6,111,,,
90714,94,11,6,111,,,
90715,94,11,6,111,,,
90716,94,11,6,111,,,
90717,94,11,6,111,,,
90718,94,11,6,111,,,
90719,94,11,6,111,,,
90720,94,11,6,111,,,
90721,94,11,6,111,,,
90722,94,11,6,111,,,
90723,94,11,6,111,,,
90724,94,11,6,111,,,
90725,94,11,6,111,,,
90726,94,11,6,111,,,
90727,94,11,6,111,,,
90728,94,11,6,111,,,
90729,94,11,6,111,,,
90730,94,11,6,111,,,
90731,94,11,6,111,,,
90732,94,11,6,111,,,
90733,94,11,6,111,,,
90734,94,11,6,111,,,
90735,94,11,6,111,,,
90736,94,11,6,111,,,
90737,94,11,6,111,,,
90738,94,11,6,111,,,
90739,94,11,6,111,,,
90740,94,11,6,111,,,
90741,94,11,6,111,,,
90742,94,11,6,111,,,
90743,94,11,6,111,,,
90744,94,11,6,111,,,
